fixed code:/home/apr/CodeSearchAndMatch2/Defects4J/fixed_bugs_dir/Time/Time_7/src/main/java/org/joda/time/format/DateTimeFormatter.java-708-708
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/format/DateTimeFormatter.java-710-710
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/AbstractInstant.java-165-165
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/AbstractInstant.java-210-210
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Seconds.java-119-119
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Minutes.java-119-119
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Hours.java-139-139
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Years.java-120-120
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Weeks.java-119-119
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/MutablePeriod.java-500-500
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Months.java-156-156
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Days.java-136-136
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/tz/DateTimeZoneBuilder.java-1110-1112
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BasePeriod.java-181-181
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BaseSingleFieldPeriod.java-104-104
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/tz/DateTimeZoneBuilder.java-852-852
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/tz/DateTimeZoneBuilder.java-866-866
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateMidnight.java-376-376
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateMidnight.java-895-895
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDate.java-1151-1151
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/MutableDateTime.java-584-584
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateTime.java-709-709
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateTime.java-737-737
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Interval.java-426-426
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Interval.java-444-444
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Interval.java-462-462
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/Interval.java-479-479
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDateTime.java-850-850
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDateTime.java-877-877
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/convert/AbstractConverter.java-82-82
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/convert/ReadableInstantConverter.java-58-58
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateTimeUtils.java-197-197
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateTimeUtils.java-244-244
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BasePeriod.java-164-164
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/MutableInterval.java-232-232
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/format/DateTimeFormatter.java-707-707
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/chrono/GJChronology.java-83-87
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDate.java-501-501
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/YearMonth.java-402-402
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/YearMonthDay.java-333-333
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDateTime.java-554-554
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/convert/ReadablePartialConverter.java-69-69
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/convert/ReadableInstantConverter.java-85-85
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/convert/ReadableDurationConverter.java-73-73
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/TimeOfDay.java-183-183
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/MutablePeriod.java-547-547
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/MutablePeriod.java-610-610
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BaseInterval.java-72-72
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BaseInterval.java-251-251
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BasePeriod.java-108-108
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BasePeriod.java-165-165
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BasePeriod.java-256-256
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/base/BasePeriod.java-278-278
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/format/DateTimeParserBucket.java-121-121
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/format/DateTimeFormatter.java-943-943
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/chrono/BasicDayOfYearDateTimeField.java-74-74
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/chrono/BasicDayOfMonthDateTimeField.java-70-70
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/MutableDateTime.java-910-910
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/convert/ReadablePartialConverter.java-68-68
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/convert/ReadableInstantConverter.java-84-84
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateTimeUtils.java-219-219
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/DateTimeUtils.java-221-221
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDate.java-729-729
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDate.java-777-777
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDate.java-816-816
similar code:/home/apr/CodeSearchAndMatch2/Defects4J/Time/Time_7/src/main/java/org/joda/time/LocalDate.java-866-866
